,Max,AvgMax,Average,AvgMin,Min
2024-10-21,57.782254532714376,52.91614900012536,51.68321607147112,50.394287918638234,46.13443986635886
2024-10-22,57.71218358588071,52.84794297768909,51.624150412346964,50.348450160774576,46.17340229683528
2024-10-23,57.642112639047035,52.779736955252815,51.56508475322281,50.30261240291092,46.21236472731169
2024-10-24,57.57204169221337,52.711530932816544,51.506019094098654,50.25677464504726,46.251327157788104
2024-10-25,57.5019707453797,52.64332491038027,51.446953434974496,50.2109368871836,46.290289588264514
2024-10-26,57.43189979854603,52.575118887944,51.387887775850345,50.16509912931994,46.32925201874093
2024-10-27,57.36182885171236,52.50691286550773,51.32882211672619,50.11926137145628,46.36821444921734
2024-10-28,57.29175790487869,52.43870684307146,51.26975645760203,50.073423613592624,46.40717687969376
2024-10-29,57.22168695804503,52.370500820635186,51.21069079847787,50.027585855728965,46.44613931017017
2024-10-30,57.15161601121135,52.302294798198915,51.15162513935372,49.98174809786531,46.485101740646584
2024-10-31,57.081545064377686,52.23408877576264,51.09255948022956,49.93591034000165,46.524064171122994
2024-11-01,57.081545064377686,52.23408877576264,51.09255948022956,49.93591034000165,46.524064171122994
2024-11-02,57.10035794643596,52.20865505225472,51.08124507621677,49.938212260931785,46.53387266999109
2024-11-03,57.11917082849425,52.1832213287468,51.069930672203974,49.940514181861914,46.543681168859194
2024-11-04,57.137983710552525,52.15778760523887,51.05861626819118,49.94281610279205,46.55348966772729
2024-11-05,57.1567965926108,52.13235388173095,51.04730186417838,49.94511802372218,46.563298166595395
2024-11-06,57.17560947466909,52.10692015822302,51.035987460165586,49.94741994465232,46.57310666546349
2024-11-07,57.194422356727365,52.081486434715096,51.02467305615279,49.94972186558245,46.58291516433159
2024-11-08,57.21323523878564,52.05605271120717,51.01335865214,49.952023786512584,46.59272366319969
2024-11-09,57.23204812084392,52.03061898769925,51.002044248127206,49.95432570744271,46.60253216206779
2024-11-10,57.250861002902205,52.005185264191326,50.99072984411441,49.95662762837285,46.612340660935885
2024-11-11,57.26967388496048,51.9797515406834,50.97941544010162,49.95892954930299,46.62214915980399
2024-11-12,57.28848676701876,51.95431781717548,50.96810103608882,49.961231470233116,46.631957658672086
2024-11-13,57.307299649077045,51.928884093667556,50.956786632076025,49.96353339116325,46.64176615754019
2024-11-14,57.32611253113532,51.90345037015963,50.94547222806323,49.96583531209338,46.651574656408286
2024-11-15,57.3449254131936,51.87801664665171,50.93415782405044,49.96813723302352,46.66138315527638
2024-11-16,57.363738295251885,51.85258292314378,50.922843420037644,49.97043915395365,46.67119165414449
2024-11-17,57.38255117731016,51.827149199635855,50.91152901602485,49.972741074883785,46.68100015301258
2024-11-18,57.40136405936844,51.80171547612793,50.90021461201206,49.975042995813915,46.69080865188068
2024-11-19,57.420176941426725,51.77628175262001,50.888900207999264,49.97734491674405,46.70061715074878
2024-11-20,57.438989823485,51.750848029112085,50.87758580398646,49.97964683767418,46.71042564961688
2024-11-21,57.45780270554328,51.72541430560416,50.86627139997367,49.98194875860432,46.720234148484984
2024-11-22,57.476615587601565,51.69998058209624,50.854956995960876,49.984250679534455,46.73004264735308
2024-11-23,57.49542846965984,51.674546858588315,50.84364259194808,49.986552600464584,46.73985114622118
2024-11-24,57.51424135171812,51.64911313508039,50.83232818793529,49.98885452139472,46.74965964508928
2024-11-25,57.5330542337764,51.62367941157247,50.821013783922496,49.99115644232485,46.75946814395738
2024-11-26,57.55186711583468,51.59824568806454,50.8096993799097,49.99345836325499,46.769276642825474
2024-11-27,57.57067999789296,51.572811964556614,50.7983849758969,49.99576028418512,46.77908514169358
2024-11-28,57.58949287995124,51.54737824104869,50.78707057188411,49.998062205115254,46.788893640561675
2024-11-29,57.60830576200952,51.52194451754077,50.775756167871315,50.00036412604538,46.79870213942978
2024-11-30,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-01,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-02,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-03,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-04,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-05,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-06,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-07,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-08,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-09,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-10,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-11,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-12,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-13,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-14,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-15,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-16,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-17,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-18,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-19,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-20,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-21,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-22,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-23,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-24,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-25,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-26,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-27,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-28,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-29,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-30,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
2024-12-31,57.6271186440678,51.496510794032844,50.76444176385852,50.00266604697552,46.808510638297875
